text,label
The company says the measures are no longer needed ,neutral
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct ",positive
"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market ",positive
"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy ",neutral
"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says ",neutral
"More than 14,000 customers were left powerless ",negative
The shipyard hopes the regional government in Andalusia can offer its some form of financial support ,neutral
"At this growth rate , paying off the national debt will be extremely painful ",negative
Feed companies Suomen Rehu and Raisio do no import GMO feed ,neutral
Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year ,negative
"When the OMX market forwards mature on May 16 , 2008 , Novator Finland Oy 's direct shareholding in Amer Sports Corporation will exceed one-fifth 1-5 of the company 's shares and voting rights ",neutral
"For Teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products ",positive
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 ",negative
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo ",positive
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing ,negative
"By the end of 2006 , the number of joint branch offices will total 170 ",neutral
"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares ",neutral
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier ",negative
The Insolvency Act regulates the amount of debt that borrowers are permitted to write off ,neutral
Airbus has 100 firm orders for the A350 and 89 nonbinding commitments ,positive
Net sales fell by 5 % from the previous accounting period ,negative
"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies ",negative
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 ",negative
"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume ",negative
17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term ,negative
"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs ",negative
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains ,positive
The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan ,positive
Scanfil issued a profit warning on 10 April 2006 ,negative
"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies ",negative
Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 ,negative
The transaction is in line with Aspo 's strategy to expand in the Baltic Sea region and in the eastern markets ,positive
"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period ",positive
"Deliveries are to start later in 2010 , and the volume will increase in the years 2011-2012 ",neutral
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process ,positive
Okmetic 's silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life ,neutral
"The Finnish supplier of BSS-OSS and VAS for telecom operators , Tecnotree , has received expansion orders worth a total US$ 7.3 mn for its convergent charging and next generation messaging solutions in Latin America , the company announced without specifying which operators had placed the orders ",positive
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 ,negative
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 ",positive
Cision says the sale will return its U.K. operation to profitability ,positive
"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn ",negative
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier ",negative
"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier ",positive
`` Low energy consumption and flexible loading are just a few of the advantages of the CHF Pro . ',neutral
Net sales revenue per passenger is expected to increase ,positive
"According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia ",neutral
"According to the original merger plan , Scanfil would get a 79 % stake in the combined business ",neutral
The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific ,positive
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 ",negative
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET ,neutral
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program ,neutral
This will bring cost savings of about EUR 3mn a year ,positive
"VDW combined with LXE devices enhances productivity , enabling workers to use a single device to perform voice , scanning and keyboard functions ",positive
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the ",positive
"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . '",negative
Two of these contracts are for turntable anode vibrocompactors that will be delivered to Gansu Hualu Aluminum Co Ltd and another unnamed costumer ,neutral
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business ,neutral
The annual value of the contracts is estimated at USD 2mn over the next three years ,neutral
"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis ",positive
"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company ",neutral
"H+�kan Dahlstr+�m , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 ",positive
"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 ",neutral
Dragonfly Love is another video shot from start to finish using the Nokia N8 ,neutral
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum ,neutral
"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR ",negative
"In the Baltic countries , sales fell by 42.6 % ",negative
Nordea 's chairman of the board Hans Dalborg has informed the nomination committee that he will not be up for re-election at the Annual General Meeting in 2011 ,neutral
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 ,negative
"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software ",positive
4 February 2011 - Finnish privacy and security software developer Tectia Oyj ( HEL : TEC1V ) said Wednesday it has set up two strategic business units - managed security and mobile authentication ,neutral
And U.S. energy executives say high steel prices are threatening energy exploration ,negative
The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 ,negative
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel ,negative
"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added ",neutral
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 ",negative
"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier ",negative
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 ,negative
"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator ",positive
"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models ",negative
"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price ",positive
"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) ",neutral
"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 ",negative
"Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent ",positive
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion ",negative
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition ",negative
"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports ",negative
"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki ",positive
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier ,negative
"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India ",neutral
RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant ,negative
"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy , both owned by Finnish food manufacturers , for the supply of animal fat for biodiesel production at Neste 's 200,000 b-cd Porvoo , Finland , refinery ",positive
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 ",positive
TeliaSonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of Nepal s population ,positive
"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier ",positive
"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 ",neutral
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 ",negative
Olvi has posted a strong set of figures for the first six months of this year ,positive
Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden ,positive
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete ",positive
"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland ",neutral
"Marimekko has today ( 20 November ) signed a license agreement with the Swedish chain , whereby Marimekko will license some of its popular patterns from the 1950s , 1960s and 1970s to H&M ",positive
YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets ,positive
We offer our customers solutions based on renewable raw materials ,neutral
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members ,negative
Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic ,neutral
The company will release its 2010 results on 11 February 2011 ,neutral
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry ,negative
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 ,positive
"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system ",neutral
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn ",negative
Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 ,positive
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter ",positive
Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering ,neutral
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands ",negative
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 ,negative
"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 ",neutral
BasWare Order Matching automatically matches purchase invoices with approved purchase orders ,neutral
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators ",positive
"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia ",positive
Cash Flow from Operations for the most recent quarter also reached a eight year low ,negative
"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net ",neutral
"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 ",neutral
"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 ",negative
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 ",negative
Rental of building equipment accounted for 88 percent of the operating income ,neutral
The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company ,positive
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 ",negative
`` Those uncertainties cloud the long-term outlook . ',negative
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant ,positive
"First Industrial will seek LEED designation for Uponor 's new building and a 282,000 square-foot speculative distribution center at First Park Lakeville ",neutral
"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons ",negative
Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 ,neutral
"At some point , it will spread also to Iran and Iraq ",neutral
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria ",positive
Exports grew 16.5 percent to 19.1 million liters ,positive
Scanfil holdings include 100 % of contract electronics manufacturer Scanfil EMS Group ,neutral
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 ",negative
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 ",positive
"Finnish electronics contract maker Incap Oyj said on January 3 , 2008 it sold its manufacturing facilities in Helsinki to local real estate company Sponda Oyj for 5.3 mln euro ( $ 7.8 mln ) ",neutral
"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn ",negative
Rubin says he expects Capman to announce 1-2 additional transactions in 2009 ,neutral
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn ,positive
"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 ",positive
The expansion includes the doubling of the floor space and the addition of more lifting capacity and production equipment ,positive
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation ",negative
"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 ",positive
"In recent months , Capman has taken significant steps to simplify its operations , CEO Lennart Simonsen said ",positive
"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover ",negative
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout ,positive
"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts ",neutral
Pertti Ervi is independent from the Company and its major shareholders ,neutral
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V ,positive
"`` The second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO ",positive
The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News ,neutral
An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com ,neutral
"When this investment is in place , Atria plans to expand into the Moscow market ",neutral
"- Demand for fireplace products was lower than expected , especially in Germany ",negative
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel ,positive
"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however ",positive
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 ,positive
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 ",positive
Incap Furniture is presently negotiating staff cuts ,negative
Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia ,positive
"HELSINKI (Thomson Financial)- Kemira GrowHow swung into profit in its first quarter earnings on improved sales , especially in its fertilizer business in Europe , which is normally stronger during the first quarter ",positive
"`` We are proud to welcome another distribution facility to north Mississippi and the region known as the logistics center of the United States , '' said Gray Swoope , executive director of MDA ",positive
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market ,positive
Net sales of the Lehdentekijat unit was approximately EUR 14 million in 2007 and it had 70 employees ,neutral
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 ",negative
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting ,neutral
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland ",positive
The policy was also aimed at making the companies more profitable and competitive ,positive
It is now the leading private road ambulance service company in Finland ,positive
Olli-Pekka Kallasvuo was elected as vice chairman of the Board ,neutral
"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength ",positive
Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics ,negative
Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn ,negative
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 ",negative
The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone ,negative
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 ",negative
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from ",negative
The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology ,negative
"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share ",neutral
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel ,positive
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route ",negative
"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden ",positive
"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators ",neutral
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) ,neutral
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier ,negative
This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights ,neutral
"The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal ",neutral
The combined value of the planned investments is about EUR 30mn ,neutral
"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila ",neutral
Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million ,positive
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 ",positive
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' ,negative
"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 ",negative
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 ,positive
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself ",positive
"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 ",positive
Possible personnel reductions concern approximately 104 people ,negative
Ruukki Group calculates that it has lost EUR 4mn in the failed project ,negative
The total project duration is three years and it is valued at some EUR11 .5 m,neutral
Performance in the second half of 2009 exceeded expectations ,positive
Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready ,negative
"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki ",neutral
"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros ",neutral
"This is Done Logistics ' largest order in Norway , the diversified group said ",positive
LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 ,negative
Revenues at the same time grew 14 percent to 43 million euros ,positive
"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month ",positive
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier ,positive
"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period ",positive
The company is reportedly searching for a replacement for CEO Olli-Pekka Kallasvuo ,neutral
The trade is in accordance with the agreement announced on 26 March 2008 ,neutral
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal ",positive
`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries ,positive
The report will be emailed within 2 business days of an order ,neutral
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier ",positive
"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation ",positive
"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties ",neutral
Okmetic revised its 2010 financial outlook based on its order book ,neutral
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team ",negative
"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 ",neutral
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 ",positive
"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' ",positive
"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 ",neutral
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover ",negative
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages ",negative
The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn ,negative
"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said ",positive
"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters ",positive
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 ,negative
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn ,positive
Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 ,negative
Russia 's Video International Group holds a controlling stake in Russian Media Ventures ,neutral
"In the Baltic countries , sales fell by 42.6 % ",negative
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 ,negative
"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased ",positive
Panostaja did not disclose the purchase price ,neutral
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 ",negative
`` The combined activities will create value for shareholders and be good for our employees and customers ,positive
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period ",negative
"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars ",neutral
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 ",negative
"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers ",positive
"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier ",negative
"In 2007 , Contempus generated revenue of NOK 69.3 ( approx ",neutral
"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent ",positive
"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland ",positive
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations ,neutral
"Based on strong customer interest and feedback , using RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency '' , Tulonen continues ",positive
"When this investment is in place , Atria plans to expand into the Moscow market ",neutral
"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . '",positive
The combined value of the orders is almost EUR 3mn ,neutral
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 ",negative
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres ,negative
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 ",negative
"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year ",positive
Status : Agree,neutral
"The Process Products orders are for the installation of separation-filtration equipment at three natural gas pipeline projects in China , South America , and Saudi Arabia ",neutral
Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier ,positive
"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings ",neutral
"It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark ",neutral
